Fecha;Origen;Destino;Viajes
24-03-2020;La Reina;Cerrillos;104
24-03-2020;La Reina;Cerro Navia;76
24-03-2020;La Reina;Conchali;162
24-03-2020;La Reina;El Bosque;80
24-03-2020;La Reina;Estacion Central;310
24-03-2020;La Reina;Huechuraba;51
24-03-2020;La Reina;Independencia;195
24-03-2020;La Reina;La Cisterna;176
24-03-2020;La Reina;La Florida;480
24-03-2020;La Reina;La Granja;53
24-03-2020;La Reina;La Pintana;51
24-03-2020;La Reina;La Reina;1139
24-03-2020;La Reina;Las Condes;688
24-03-2020;La Reina;Lo Barnechea;41
24-03-2020;La Reina;Lo Espejo;40
24-03-2020;La Reina;Lo Prado;228
24-03-2020;La Reina;Macul;128
24-03-2020;La Reina;Maipu;145
24-03-2020;La Reina;Nunoa;1103
24-03-2020;La Reina;Pedro Aguirre Cerda;99
24-03-2020;La Reina;Penalolen;703
24-03-2020;La Reina;Providencia;626
24-03-2020;La Reina;Pudahuel;158
24-03-2020;La Reina;Puente Alto;755
24-03-2020;La Reina;Quilicura;174
24-03-2020;La Reina;Quinta Normal;101
24-03-2020;La Reina;Recoleta;219
24-03-2020;La Reina;Renca;51
24-03-2020;La Reina;San Bernardo;98
24-03-2020;La Reina;San Joaquin;59
24-03-2020;La Reina;San Miguel;111
24-03-2020;La Reina;San Ramon;85
24-03-2020;La Reina;Santiago;1666
24-03-2020;La Reina;Vitacura;64
24-03-2020;Las Condes;Cerrillos;463
24-03-2020;Las Condes;Cerro Navia;633
24-03-2020;Las Condes;Conchali;502
24-03-2020;Las Condes;El Bosque;387
24-03-2020;Las Condes;Estacion Central;2325
24-03-2020;Las Condes;Huechuraba;430
24-03-2020;Las Condes;Independencia;787
24-03-2020;Las Condes;La Cisterna;877
24-03-2020;Las Condes;La Florida;1808
24-03-2020;Las Condes;La Granja;226
24-03-2020;Las Condes;La Pintana;254
24-03-2020;Las Condes;La Reina;487
24-03-2020;Las Condes;Las Condes;6415
24-03-2020;Las Condes;Lo Barnechea;769
24-03-2020;Las Condes;Lo Espejo;293
24-03-2020;Las Condes;Lo Prado;1921
24-03-2020;Las Condes;Macul;424
24-03-2020;Las Condes;Maipu;1096
24-03-2020;Las Condes;Nunoa;1251
24-03-2020;Las Condes;Pedro Aguirre Cerda;617
24-03-2020;Las Condes;Penalolen;1319
24-03-2020;Las Condes;Providencia;2946
24-03-2020;Las Condes;Pudahuel;937
24-03-2020;Las Condes;Puente Alto;2764
24-03-2020;Las Condes;Quilicura;605
24-03-2020;Las Condes;Quinta Normal;593
24-03-2020;Las Condes;Recoleta;911
24-03-2020;Las Condes;Renca;322
24-03-2020;Las Condes;San Bernardo;652
24-03-2020;Las Condes;San Joaquin;263
24-03-2020;Las Condes;San Miguel;777
24-03-2020;Las Condes;San Ramon;482
24-03-2020;Las Condes;Santiago;7630
24-03-2020;Las Condes;Vitacura;488
24-03-2020;Lo Barnechea;Cerrillos;49
24-03-2020;Lo Barnechea;Cerro Navia;117
24-03-2020;Lo Barnechea;Conchali;82
24-03-2020;Lo Barnechea;El Bosque;71
24-03-2020;Lo Barnechea;Estacion Central;334
24-03-2020;Lo Barnechea;Huechuraba;66
24-03-2020;Lo Barnechea;Independencia;122
24-03-2020;Lo Barnechea;La Cisterna;108
24-03-2020;Lo Barnechea;La Florida;228
24-03-2020;Lo Barnechea;La Granja;32
24-03-2020;Lo Barnechea;La Pintana;55
24-03-2020;Lo Barnechea;La Reina;51
24-03-2020;Lo Barnechea;Las Condes;660
24-03-2020;Lo Barnechea;Lo Barnechea;719
24-03-2020;Lo Barnechea;Lo Espejo;47
24-03-2020;Lo Barnechea;Lo Prado;200
24-03-2020;Lo Barnechea;Macul;54
24-03-2020;Lo Barnechea;Maipu;126
24-03-2020;Lo Barnechea;Nunoa;178
24-03-2020;Lo Barnechea;Pedro Aguirre Cerda;84
24-03-2020;Lo Barnechea;Penalolen;177
24-03-2020;Lo Barnechea;Providencia;261
24-03-2020;Lo Barnechea;Pudahuel;117
24-03-2020;Lo Barnechea;Puente Alto;299
24-03-2020;Lo Barnechea;Quilicura;121
24-03-2020;Lo Barnechea;Quinta Normal;122
24-03-2020;Lo Barnechea;Recoleta;160
24-03-2020;Lo Barnechea;Renca;58
24-03-2020;Lo Barnechea;San Bernardo;62
24-03-2020;Lo Barnechea;San Joaquin;31
24-03-2020;Lo Barnechea;San Miguel;66
24-03-2020;Lo Barnechea;San Ramon;71
24-03-2020;Lo Barnechea;Santiago;902
24-03-2020;Lo Barnechea;Vitacura;340
24-03-2020;Lo Espejo;Cerrillos;191
24-03-2020;Lo Espejo;Cerro Navia;19
24-03-2020;Lo Espejo;Conchali;53
24-03-2020;Lo Espejo;El Bosque;86
24-03-2020;Lo Espejo;Estacion Central;501
24-03-2020;Lo Espejo;Huechuraba;29
24-03-2020;Lo Espejo;Independencia;78
24-03-2020;Lo Espejo;La Cisterna;617
24-03-2020;Lo Espejo;La Florida;172
24-03-2020;Lo Espejo;La Granja;35
24-03-2020;Lo Espejo;La Pintana;41
24-03-2020;Lo Espejo;La Reina;97
24-03-2020;Lo Espejo;Las Condes;458
24-03-2020;Lo Espejo;Lo Barnechea;30
24-03-2020;Lo Espejo;Lo Espejo;784
24-03-2020;Lo Espejo;Lo Prado;39
24-03-2020;Lo Espejo;Macul;60
24-03-2020;Lo Espejo;Maipu;226
24-03-2020;Lo Espejo;Nunoa;298
24-03-2020;Lo Espejo;Pedro Aguirre Cerda;422
24-03-2020;Lo Espejo;Penalolen;64
24-03-2020;Lo Espejo;Providencia;660
24-03-2020;Lo Espejo;Pudahuel;48
24-03-2020;Lo Espejo;Puente Alto;66
24-03-2020;Lo Espejo;Quilicura;79
24-03-2020;Lo Espejo;Quinta Normal;71
24-03-2020;Lo Espejo;Recoleta;196
24-03-2020;Lo Espejo;Renca;45
24-03-2020;Lo Espejo;San Bernardo;333
24-03-2020;Lo Espejo;San Joaquin;93
24-03-2020;Lo Espejo;San Miguel;488
24-03-2020;Lo Espejo;San Ramon;58
24-03-2020;Lo Espejo;Santiago;1450
24-03-2020;Lo Espejo;Vitacura;65
24-03-2020;Lo Prado;Cerrillos;179
24-03-2020;Lo Prado;Cerro Navia;873
24-03-2020;Lo Prado;Conchali;169
24-03-2020;Lo Prado;El Bosque;82
24-03-2020;Lo Prado;Estacion Central;1866
24-03-2020;Lo Prado;Huechuraba;117
24-03-2020;Lo Prado;Independencia;301
24-03-2020;Lo Prado;La Cisterna;363
24-03-2020;Lo Prado;La Florida;466
24-03-2020;Lo Prado;La Granja;31
24-03-2020;Lo Prado;La Pintana;36
24-03-2020;Lo Prado;La Reina;216
24-03-2020;Lo Prado;Las Condes;2001
24-03-2020;Lo Prado;Lo Barnechea;150
24-03-2020;Lo Prado;Lo Espejo;42
24-03-2020;Lo Prado;Lo Prado;2145
24-03-2020;Lo Prado;Macul;210
24-03-2020;Lo Prado;Maipu;2467
24-03-2020;Lo Prado;Nunoa;945
24-03-2020;Lo Prado;Pedro Aguirre Cerda;101
24-03-2020;Lo Prado;Penalolen;202
24-03-2020;Lo Prado;Providencia;2646
24-03-2020;Lo Prado;Pudahuel;2595
24-03-2020;Lo Prado;Puente Alto;297
24-03-2020;Lo Prado;Quilicura;268
24-03-2020;Lo Prado;Quinta Normal;693
24-03-2020;Lo Prado;Recoleta;803
24-03-2020;Lo Prado;Renca;144
24-03-2020;Lo Prado;San Bernardo;251
24-03-2020;Lo Prado;San Joaquin;250
24-03-2020;Lo Prado;San Miguel;423
24-03-2020;Lo Prado;San Ramon;80
24-03-2020;Lo Prado;Santiago;6422
24-03-2020;Lo Prado;Vitacura;203
24-03-2020;Macul;Cerrillos;118
24-03-2020;Macul;Cerro Navia;95
24-03-2020;Macul;Conchali;118
24-03-2020;Macul;El Bosque;73
24-03-2020;Macul;Estacion Central;255
24-03-2020;Macul;Huechuraba;52
24-03-2020;Macul;Independencia;200
24-03-2020;Macul;La Cisterna;191
24-03-2020;Macul;La Florida;1020
24-03-2020;Macul;La Granja;56
24-03-2020;Macul;La Pintana;112
24-03-2020;Macul;La Reina;149
24-03-2020;Macul;Las Condes;502
24-03-2020;Macul;Lo Barnechea;36
24-03-2020;Macul;Lo Espejo;53
24-03-2020;Macul;Lo Prado;216
24-03-2020;Macul;Macul;1276
24-03-2020;Macul;Maipu;208
24-03-2020;Macul;Nunoa;1108
24-03-2020;Macul;Pedro Aguirre Cerda;153
24-03-2020;Macul;Penalolen;539
24-03-2020;Macul;Providencia;928
24-03-2020;Macul;Pudahuel;197
24-03-2020;Macul;Puente Alto;710
24-03-2020;Macul;Quilicura;165
24-03-2020;Macul;Quinta Normal;158
24-03-2020;Macul;Recoleta;271
24-03-2020;Macul;Renca;45
24-03-2020;Macul;San Bernardo;125
24-03-2020;Macul;San Joaquin;304
24-03-2020;Macul;San Miguel;202
24-03-2020;Macul;San Ramon;90
24-03-2020;Macul;Santiago;1806
24-03-2020;Macul;Vitacura;53
24-03-2020;Maipu;Cerrillos;1459
24-03-2020;Maipu;Cerro Navia;308
24-03-2020;Maipu;Conchali;173
24-03-2020;Maipu;El Bosque;103
24-03-2020;Maipu;Estacion Central;3368
24-03-2020;Maipu;Huechuraba;95
24-03-2020;Maipu;Independencia;330
24-03-2020;Maipu;La Cisterna;259
24-03-2020;Maipu;La Florida;344
24-03-2020;Maipu;La Granja;44
24-03-2020;Maipu;La Pintana;46
24-03-2020;Maipu;La Reina;230
24-03-2020;Maipu;Las Condes;1813
24-03-2020;Maipu;Lo Barnechea;109
24-03-2020;Maipu;Lo Espejo;247
24-03-2020;Maipu;Lo Prado;625
24-03-2020;Maipu;Macul;183
24-03-2020;Maipu;Maipu;13715
24-03-2020;Maipu;Nunoa;1159
24-03-2020;Maipu;Pedro Aguirre Cerda;235
24-03-2020;Maipu;Penalolen;226
24-03-2020;Maipu;Providencia;2508
24-03-2020;Maipu;Pudahuel;923
24-03-2020;Maipu;Puente Alto;154
24-03-2020;Maipu;Quilicura;262
24-03-2020;Maipu;Quinta Normal;362
24-03-2020;Maipu;Recoleta;721
24-03-2020;Maipu;Renca;236
24-03-2020;Maipu;San Bernardo;300
24-03-2020;Maipu;San Joaquin;322
24-03-2020;Maipu;San Miguel;389
24-03-2020;Maipu;San Ramon;65
24-03-2020;Maipu;Santiago;6143
24-03-2020;Maipu;Vitacura;280
24-03-2020;Nunoa;Cerrillos;559
24-03-2020;Nunoa;Cerro Navia;396
24-03-2020;Nunoa;Conchali;541
24-03-2020;Nunoa;El Bosque;274
24-03-2020;Nunoa;Estacion Central;930
24-03-2020;Nunoa;Huechuraba;144
24-03-2020;Nunoa;Independencia;673
24-03-2020;Nunoa;La Cisterna;751
24-03-2020;Nunoa;La Florida;1688
24-03-2020;Nunoa;La Granja;164
24-03-2020;Nunoa;La Pintana;212
24-03-2020;Nunoa;La Reina;760
24-03-2020;Nunoa;Las Condes;1230
24-03-2020;Nunoa;Lo Barnechea;97
24-03-2020;Nunoa;Lo Espejo;166
24-03-2020;Nunoa;Lo Prado;929
24-03-2020;Nunoa;Macul;1408
24-03-2020;Nunoa;Maipu;854
24-03-2020;Nunoa;Nunoa;4978
24-03-2020;Nunoa;Pedro Aguirre Cerda;507
24-03-2020;Nunoa;Penalolen;2313
24-03-2020;Nunoa;Providencia;2234
24-03-2020;Nunoa;Pudahuel;744
24-03-2020;Nunoa;Puente Alto;2114
24-03-2020;Nunoa;Quilicura;729
24-03-2020;Nunoa;Quinta Normal;475
24-03-2020;Nunoa;Recoleta;820
24-03-2020;Nunoa;Renca;205
24-03-2020;Nunoa;San Bernardo;537
24-03-2020;Nunoa;San Joaquin;259
24-03-2020;Nunoa;San Miguel;636
24-03-2020;Nunoa;San Ramon;333
24-03-2020;Nunoa;Santiago;6284
24-03-2020;Nunoa;Vitacura;104
24-03-2020;Pedro Aguirre Cerda;Cerrillos;277
24-03-2020;Pedro Aguirre Cerda;Cerro Navia;37
24-03-2020;Pedro Aguirre Cerda;Conchali;55
24-03-2020;Pedro Aguirre Cerda;El Bosque;138
24-03-2020;Pedro Aguirre Cerda;Estacion Central;483
24-03-2020;Pedro Aguirre Cerda;Huechuraba;39
24-03-2020;Pedro Aguirre Cerda;Independencia;108
24-03-2020;Pedro Aguirre Cerda;La Cisterna;234
24-03-2020;Pedro Aguirre Cerda;La Florida;202
24-03-2020;Pedro Aguirre Cerda;La Granja;32
24-03-2020;Pedro Aguirre Cerda;La Pintana;68
24-03-2020;Pedro Aguirre Cerda;La Reina;132
24-03-2020;Pedro Aguirre Cerda;Las Condes;675
24-03-2020;Pedro Aguirre Cerda;Lo Barnechea;70
24-03-2020;Pedro Aguirre Cerda;Lo Espejo;406
24-03-2020;Pedro Aguirre Cerda;Lo Prado;60
24-03-2020;Pedro Aguirre Cerda;Macul;162
24-03-2020;Pedro Aguirre Cerda;Maipu;276
24-03-2020;Pedro Aguirre Cerda;Nunoa;640
24-03-2020;Pedro Aguirre Cerda;Pedro Aguirre Cerda;924
24-03-2020;Pedro Aguirre Cerda;Penalolen;103
24-03-2020;Pedro Aguirre Cerda;Providencia;939
24-03-2020;Pedro Aguirre Cerda;Pudahuel;79
24-03-2020;Pedro Aguirre Cerda;Puente Alto;147
24-03-2020;Pedro Aguirre Cerda;Quilicura;72
24-03-2020;Pedro Aguirre Cerda;Quinta Normal;66
24-03-2020;Pedro Aguirre Cerda;Recoleta;274
24-03-2020;Pedro Aguirre Cerda;Renca;42
24-03-2020;Pedro Aguirre Cerda;San Bernardo;495
24-03-2020;Pedro Aguirre Cerda;San Joaquin;156
24-03-2020;Pedro Aguirre Cerda;San Miguel;553
24-03-2020;Pedro Aguirre Cerda;San Ramon;47
24-03-2020;Pedro Aguirre Cerda;Santiago;2112
24-03-2020;Pedro Aguirre Cerda;Vitacura;78
24-03-2020;Penalolen;Cerrillos;122
24-03-2020;Penalolen;Cerro Navia;63
24-03-2020;Penalolen;Conchali;125
24-03-2020;Penalolen;El Bosque;126
24-03-2020;Penalolen;Estacion Central;452
24-03-2020;Penalolen;Huechuraba;108
24-03-2020;Penalolen;Independencia;249
24-03-2020;Penalolen;La Cisterna;399
24-03-2020;Penalolen;La Florida;1022
24-03-2020;Penalolen;La Granja;61
24-03-2020;Penalolen;La Pintana;77
24-03-2020;Penalolen;La Reina;943
24-03-2020;Penalolen;Las Condes;1625
24-03-2020;Penalolen;Lo Barnechea;156
24-03-2020;Penalolen;Lo Espejo;55
24-03-2020;Penalolen;Lo Prado;203
24-03-2020;Penalolen;Macul;709
24-03-2020;Penalolen;Maipu;165
24-03-2020;Penalolen;Nunoa;2219
24-03-2020;Penalolen;Pedro Aguirre Cerda;131
24-03-2020;Penalolen;Penalolen;3365
24-03-2020;Penalolen;Providencia;2222
24-03-2020;Penalolen;Pudahuel;200
24-03-2020;Penalolen;Puente Alto;1211
24-03-2020;Penalolen;Quilicura;238
24-03-2020;Penalolen;Quinta Normal;139
24-03-2020;Penalolen;Recoleta;307
24-03-2020;Penalolen;Renca;86
24-03-2020;Penalolen;San Bernardo;120
24-03-2020;Penalolen;San Joaquin;142
24-03-2020;Penalolen;San Miguel;280
24-03-2020;Penalolen;San Ramon;238
24-03-2020;Penalolen;Santiago;2719
24-03-2020;Penalolen;Vitacura;272
24-03-2020;Providencia;Cerrillos;616
24-03-2020;Providencia;Cerro Navia;833
24-03-2020;Providencia;Conchali;632
24-03-2020;Providencia;El Bosque;486
24-03-2020;Providencia;Estacion Central;2521
24-03-2020;Providencia;Huechuraba;287
24-03-2020;Providencia;Independencia;852
24-03-2020;Providencia;La Cisterna;1322
24-03-2020;Providencia;La Florida;2859
24-03-2020;Providencia;La Granja;301
24-03-2020;Providencia;La Pintana;361
24-03-2020;Providencia;La Reina;807
24-03-2020;Providencia;Las Condes;2934
24-03-2020;Providencia;Lo Barnechea;207
24-03-2020;Providencia;Lo Espejo;399
24-03-2020;Providencia;Lo Prado;2510
24-03-2020;Providencia;Macul;778
24-03-2020;Providencia;Maipu;1573
24-03-2020;Providencia;Nunoa;2053
24-03-2020;Providencia;Pedro Aguirre Cerda;783
24-03-2020;Providencia;Penalolen;1712
24-03-2020;Providencia;Providencia;4186
24-03-2020;Providencia;Pudahuel;1339
24-03-2020;Providencia;Puente Alto;3701
24-03-2020;Providencia;Quilicura;707
24-03-2020;Providencia;Quinta Normal;893
24-03-2020;Providencia;Recoleta;1172
24-03-2020;Providencia;Renca;528
24-03-2020;Providencia;San Bernardo;895
24-03-2020;Providencia;San Joaquin;375
24-03-2020;Providencia;San Miguel;1110
24-03-2020;Providencia;San Ramon;605
24-03-2020;Providencia;Santiago;9121
24-03-2020;Providencia;Vitacura;432
24-03-2020;Pudahuel;Cerrillos;87
24-03-2020;Pudahuel;Cerro Navia;1068
24-03-2020;Pudahuel;Conchali;158
24-03-2020;Pudahuel;El Bosque;74
24-03-2020;Pudahuel;Estacion Central;1259
24-03-2020;Pudahuel;Huechuraba;77
24-03-2020;Pudahuel;Independencia;308
24-03-2020;Pudahuel;La Cisterna;317
24-03-2020;Pudahuel;La Florida;550
24-03-2020;Pudahuel;La Granja;37
24-03-2020;Pudahuel;La Pintana;56
24-03-2020;Pudahuel;La Reina;228
24-03-2020;Pudahuel;Las Condes;1268
24-03-2020;Pudahuel;Lo Barnechea;89
24-03-2020;Pudahuel;Lo Espejo;60
24-03-2020;Pudahuel;Lo Prado;1837
24-03-2020;Pudahuel;Macul;206
24-03-2020;Pudahuel;Maipu;1201
24-03-2020;Pudahuel;Nunoa;947
24-03-2020;Pudahuel;Pedro Aguirre Cerda;101
24-03-2020;Pudahuel;Penalolen;218
24-03-2020;Pudahuel;Providencia;1870
24-03-2020;Pudahuel;Pudahuel;5219
24-03-2020;Pudahuel;Puente Alto;334
24-03-2020;Pudahuel;Quilicura;356
24-03-2020;Pudahuel;Quinta Normal;924
24-03-2020;Pudahuel;Recoleta;634
24-03-2020;Pudahuel;Renca;373
24-03-2020;Pudahuel;San Bernardo;147
24-03-2020;Pudahuel;San Joaquin;263
24-03-2020;Pudahuel;San Miguel;397
24-03-2020;Pudahuel;San Ramon;73
24-03-2020;Pudahuel;Santiago;5825
24-03-2020;Pudahuel;Vitacura;188
24-03-2020;Puente Alto;Cerrillos;168
24-03-2020;Puente Alto;Cerro Navia;70
24-03-2020;Puente Alto;Conchali;215
24-03-2020;Puente Alto;El Bosque;153
24-03-2020;Puente Alto;Estacion Central;686
24-03-2020;Puente Alto;Huechuraba;164
24-03-2020;Puente Alto;Independencia;417
24-03-2020;Puente Alto;La Cisterna;847
24-03-2020;Puente Alto;La Florida;3896
24-03-2020;Puente Alto;La Granja;359
24-03-2020;Puente Alto;La Pintana;451
24-03-2020;Puente Alto;La Reina;1155
24-03-2020;Puente Alto;Las Condes;3778
24-03-2020;Puente Alto;Lo Barnechea;266
24-03-2020;Puente Alto;Lo Espejo;55
24-03-2020;Puente Alto;Lo Prado;369
24-03-2020;Puente Alto;Macul;1054
24-03-2020;Puente Alto;Maipu;99
24-03-2020;Puente Alto;Nunoa;2412
24-03-2020;Puente Alto;Pedro Aguirre Cerda;196
24-03-2020;Puente Alto;Penalolen;1470
24-03-2020;Puente Alto;Providencia;5596
24-03-2020;Puente Alto;Pudahuel;327
24-03-2020;Puente Alto;Puente Alto;13161
24-03-2020;Puente Alto;Quilicura;386
24-03-2020;Puente Alto;Quinta Normal;310
24-03-2020;Puente Alto;Recoleta;789
24-03-2020;Puente Alto;Renca;83
24-03-2020;Puente Alto;San Bernardo;168
24-03-2020;Puente Alto;San Joaquin;908
24-03-2020;Puente Alto;San Miguel;561
24-03-2020;Puente Alto;San Ramon;207
24-03-2020;Puente Alto;Santiago;6323
24-03-2020;Puente Alto;Vitacura;485
24-03-2020;Quilicura;Cerrillos;108
24-03-2020;Quilicura;Cerro Navia;116
24-03-2020;Quilicura;Conchali;1733
24-03-2020;Quilicura;El Bosque;104
24-03-2020;Quilicura;Estacion Central;751
24-03-2020;Quilicura;Huechuraba;281
24-03-2020;Quilicura;Independencia;1298
24-03-2020;Quilicura;La Cisterna;456
24-03-2020;Quilicura;La Florida;527
24-03-2020;Quilicura;La Granja;40
24-03-2020;Quilicura;La Pintana;77
24-03-2020;Quilicura;La Reina;228
24-03-2020;Quilicura;Las Condes;751
24-03-2020;Quilicura;Lo Barnechea;111
24-03-2020;Quilicura;Lo Espejo;78
24-03-2020;Quilicura;Lo Prado;424
24-03-2020;Quilicura;Macul;209
24-03-2020;Quilicura;Maipu;317
24-03-2020;Quilicura;Nunoa;1138
24-03-2020;Quilicura;Pedro Aguirre Cerda;118
24-03-2020;Quilicura;Penalolen;313
24-03-2020;Quilicura;Providencia;1072
24-03-2020;Quilicura;Pudahuel;442
24-03-2020;Quilicura;Puente Alto;399
24-03-2020;Quilicura;Quilicura;6976
24-03-2020;Quilicura;Quinta Normal;319
24-03-2020;Quilicura;Recoleta;1071
24-03-2020;Quilicura;Renca;546
24-03-2020;Quilicura;San Bernardo;117
24-03-2020;Quilicura;San Joaquin;191
24-03-2020;Quilicura;San Miguel;459
24-03-2020;Quilicura;San Ramon;116
24-03-2020;Quilicura;Santiago;5288
24-03-2020;Quilicura;Vitacura;263
24-03-2020;Quinta Normal;Cerrillos;95
24-03-2020;Quinta Normal;Cerro Navia;1338
24-03-2020;Quinta Normal;Conchali;108
24-03-2020;Quinta Normal;El Bosque;73
24-03-2020;Quinta Normal;Estacion Central;432
24-03-2020;Quinta Normal;Huechuraba;63
24-03-2020;Quinta Normal;Independencia;115
24-03-2020;Quinta Normal;La Cisterna;238
24-03-2020;Quinta Normal;La Florida;410
24-03-2020;Quinta Normal;La Granja;28
24-03-2020;Quinta Normal;La Pintana;34
24-03-2020;Quinta Normal;La Reina;176
24-03-2020;Quinta Normal;Las Condes;751
24-03-2020;Quinta Normal;Lo Barnechea;89
24-03-2020;Quinta Normal;Lo Espejo;59
24-03-2020;Quinta Normal;Lo Prado;569
24-03-2020;Quinta Normal;Macul;160
24-03-2020;Quinta Normal;Maipu;326
24-03-2020;Quinta Normal;Nunoa;611
24-03-2020;Quinta Normal;Pedro Aguirre Cerda;60
24-03-2020;Quinta Normal;Penalolen;135
24-03-2020;Quinta Normal;Providencia;1084
24-03-2020;Quinta Normal;Pudahuel;816
24-03-2020;Quinta Normal;Puente Alto;278
24-03-2020;Quinta Normal;Quilicura;263
24-03-2020;Quinta Normal;Quinta Normal;1726
24-03-2020;Quinta Normal;Recoleta;348
24-03-2020;Quinta Normal;Renca;335
24-03-2020;Quinta Normal;San Bernardo;179
24-03-2020;Quinta Normal;San Joaquin;175
24-03-2020;Quinta Normal;San Miguel;208
24-03-2020;Quinta Normal;San Ramon;69
24-03-2020;Quinta Normal;Santiago;3638
24-03-2020;Quinta Normal;Vitacura;183
24-03-2020;Recoleta;Cerrillos;288
24-03-2020;Recoleta;Cerro Navia;251
24-03-2020;Recoleta;Conchali;1441
24-03-2020;Recoleta;El Bosque;199
24-03-2020;Recoleta;Estacion Central;1175
24-03-2020;Recoleta;Huechuraba;971
24-03-2020;Recoleta;Independencia;1469
24-03-2020;Recoleta;La Cisterna;1105
24-03-2020;Recoleta;La Florida;755
24-03-2020;Recoleta;La Granja;99
24-03-2020;Recoleta;La Pintana;182
24-03-2020;Recoleta;La Reina;274
24-03-2020;Recoleta;Las Condes;1135
24-03-2020;Recoleta;Lo Barnechea;143
24-03-2020;Recoleta;Lo Espejo;116
24-03-2020;Recoleta;Lo Prado;907
24-03-2020;Recoleta;Macul;240
24-03-2020;Recoleta;Maipu;467
24-03-2020;Recoleta;Nunoa;1017
24-03-2020;Recoleta;Pedro Aguirre Cerda;283
24-03-2020;Recoleta;Penalolen;301
24-03-2020;Recoleta;Providencia;1418
24-03-2020;Recoleta;Pudahuel;585
24-03-2020;Recoleta;Puente Alto;615
24-03-2020;Recoleta;Quilicura;1149
24-03-2020;Recoleta;Quinta Normal;389
24-03-2020;Recoleta;Recoleta;6207
24-03-2020;Recoleta;Renca;319
24-03-2020;Recoleta;San Bernardo;285
24-03-2020;Recoleta;San Joaquin;247
24-03-2020;Recoleta;San Miguel;968
24-03-2020;Recoleta;San Ramon;221
24-03-2020;Recoleta;Santiago;6066
24-03-2020;Recoleta;Vitacura;302
24-03-2020;Renca;Cerrillos;87
24-03-2020;Renca;Cerro Navia;244
24-03-2020;Renca;Conchali;227
24-03-2020;Renca;El Bosque;49
24-03-2020;Renca;Estacion Central;389
24-03-2020;Renca;Huechuraba;91
24-03-2020;Renca;Independencia;398
24-03-2020;Renca;La Cisterna;166
24-03-2020;Renca;La Florida;262
24-03-2020;Renca;La Granja;38
24-03-2020;Renca;La Pintana;35
24-03-2020;Renca;La Reina;94
24-03-2020;Renca;Las Condes;576
24-03-2020;Renca;Lo Barnechea;52
24-03-2020;Renca;Lo Espejo;48
24-03-2020;Renca;Lo Prado;137
24-03-2020;Renca;Macul;94
24-03-2020;Renca;Maipu;218
24-03-2020;Renca;Nunoa;420
24-03-2020;Renca;Pedro Aguirre Cerda;58
24-03-2020;Renca;Penalolen;134
24-03-2020;Renca;Providencia;794
24-03-2020;Renca;Pudahuel;487
24-03-2020;Renca;Puente Alto;166
24-03-2020;Renca;Quilicura;323
24-03-2020;Renca;Quinta Normal;382
24-03-2020;Renca;Recoleta;404
24-03-2020;Renca;Renca;3331
24-03-2020;Renca;San Bernardo;103
24-03-2020;Renca;San Joaquin;164
24-03-2020;Renca;San Miguel;232
24-03-2020;Renca;San Ramon;53
24-03-2020;Renca;Santiago;2381
24-03-2020;Renca;Vitacura;118
24-03-2020;San Bernardo;Cerrillos;152
24-03-2020;San Bernardo;Cerro Navia;72
24-03-2020;San Bernardo;Conchali;120
24-03-2020;San Bernardo;El Bosque;721
24-03-2020;San Bernardo;Estacion Central;2275
24-03-2020;San Bernardo;Huechuraba;83
24-03-2020;San Bernardo;Independencia;179
24-03-2020;San Bernardo;La Cisterna;632
24-03-2020;San Bernardo;La Florida;295
24-03-2020;San Bernardo;La Granja;68
24-03-2020;San Bernardo;La Pintana;329
24-03-2020;San Bernardo;La Reina;168
24-03-2020;San Bernardo;Las Condes;863
24-03-2020;San Bernardo;Lo Barnechea;62
24-03-2020;San Bernardo;Lo Espejo;332
24-03-2020;San Bernardo;Lo Prado;226
24-03-2020;San Bernardo;Macul;145
24-03-2020;San Bernardo;Maipu;173
24-03-2020;San Bernardo;Nunoa;658
24-03-2020;San Bernardo;Pedro Aguirre Cerda;548
24-03-2020;San Bernardo;Penalolen;171
24-03-2020;San Bernardo;Providencia;1118
24-03-2020;San Bernardo;Pudahuel;109
24-03-2020;San Bernardo;Puente Alto;178
24-03-2020;San Bernardo;Quilicura;158
24-03-2020;San Bernardo;Quinta Normal;148
24-03-2020;San Bernardo;Recoleta;437
24-03-2020;San Bernardo;Renca;71
24-03-2020;San Bernardo;San Bernardo;3830
24-03-2020;San Bernardo;San Joaquin;183
24-03-2020;San Bernardo;San Miguel;444
24-03-2020;San Bernardo;San Ramon;79
24-03-2020;San Bernardo;Santiago;2567
24-03-2020;San Bernardo;Vitacura;80
24-03-2020;San Joaquin;Cerrillos;163
24-03-2020;San Joaquin;Cerro Navia;70
24-03-2020;San Joaquin;Conchali;129
24-03-2020;San Joaquin;El Bosque;84
24-03-2020;San Joaquin;Estacion Central;261
24-03-2020;San Joaquin;Huechuraba;58
24-03-2020;San Joaquin;Independencia;152
24-03-2020;San Joaquin;La Cisterna;272
24-03-2020;San Joaquin;La Florida;1008
24-03-2020;San Joaquin;La Granja;101
24-03-2020;San Joaquin;La Pintana;69
24-03-2020;San Joaquin;La Reina;109
24-03-2020;San Joaquin;Las Condes;449
24-03-2020;San Joaquin;Lo Barnechea;29
24-03-2020;San Joaquin;Lo Espejo;77
24-03-2020;San Joaquin;Lo Prado;291
